Analysis Name,Condition,pH,EC(S) (uS/cm),P (ppm),K (ppm),Ca (ppm),Mg (ppm),Mn (ppm),S (ppm),Cu (ppm),B (ppm),Zn (ppm),Na (ppm),Fe (ppm),C.E.C (meq/100g),N (%),T-C (%),%Sand (%),%Silt (%),%Clay (%),Ca% (%),Mg% (%),K% (%),Na% (%),OB% (%),H% (%),Ca:Mg (%),Latitude,Longitude,Region,Texture,Recommandation
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.29,15.5,7.05,41.4,168.0,18.9,49.9,6.13,0.73,0.15,< 0.20,8.21,45.2,2.0,0.02,0.25,79.3,14.3,6.44,41.9,7.86,5.3,1.78,6.82,36.3,5.33,12.8047,-16.33762,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.94,82.0,14.8,40.5,188.0,31.7,25.9,6.1,0.44,0.099,1.41,29.8,34.8,1.85,0.019,0.28,79.4,18.5,2.03,50.8,14.3,5.61,7.0,5.52,16.8,3.56,12.80379,-16.33846,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.56,13.1,6.43,41.6,182.0,42.8,31.7,7.37,0.68,0.14,0.54,42.0,38.1,2.37,0.016,0.24,78.9,18.6,2.48,38.3,15.0,4.49,7.69,6.28,28.2,2.55,12.80379,-16.33846,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,6.07,17.3,6.89,26.0,221.0,62.5,35.6,4.56,0.63,0.16,0.41,7.91,44.2,2.14,0.018,0.26,89.3,8.92,1.8,51.7,24.4,3.12,1.61,5.26,13.9,2.12,12.80172,-16.33846,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,6.24,33.6,13.2,28.4,307.0,47.2,31.6,4.89,0.43,0.14,1.04,12.1,36.7,2.46,0.03,0.37,89.3,8.92,1.8,62.4,16.0,2.96,2.14,5.16,11.4,3.9,12.80172,-16.33846,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.63,22.0,5.32,19.3,148.0,45.3,22.1,6.41,0.46,0.14,0.44,9.55,46.0,1.78,0.022,0.25,89.3,4.28,6.44,41.5,21.2,2.77,2.33,6.14,26.1,1.96,12.803,-16.33945,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.78,31.2,8.29,30.9,222.0,45.9,27.2,6.07,0.39,0.17,0.42,5.04,47.7,2.2,0.031,0.39,89.3,4.28,6.44,50.5,17.4,3.61,1.0,5.84,21.6,2.9,12.803,-16.33945,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.3,14.6,5.1,17.7,102.0,37.3,45.0,5.38,0.81,0.13,0.46,3.54,42.8,1.54,0.02,0.23,89.3,4.28,6.44,33.1,20.2,2.94,1.0,6.8,36.0,1.64,12.83742,-16.22018,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.97,29.7,8.84,28.4,219.0,41.2,41.0,5.09,0.45,0.16,0.39,14.1,36.2,2.0,0.025,0.34,89.3,4.28,6.44,54.8,17.2,3.64,3.07,5.46,15.9,3.19,12.83742,-16.22018,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.95,17.7,13.0,56.7,170.0,30.6,44.0,5.12,0.39,0.081,0.92,10.1,48.6,1.66,0.023,0.28,89.3,9.28,1.44,51.2,15.4,8.76,2.65,5.5,16.5,3.33,12.83797,-16.22144,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.36,14.0,8.71,44.2,173.0,38.6,42.6,5.45,0.62,0.34,0.46,14.5,41.1,2.31,0.017,0.21,89.3,9.28,1.44,37.5,14.0,4.92,2.73,6.68,34.2,2.69,12.83797,-16.22144,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.84,22.9,8.07,18.1,273.0,53.7,24.8,5.35,0.37,0.22,0.50,8.67,40.1,2.55,0.028,0.39,89.3,3.92,6.8,53.6,17.6,1.82,1.48,5.72,19.8,3.05,12.84178,-16.22381,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.42,13.4,5.58,16.4,218.0,51.9,20.6,5.71,0.57,0.16,0.44,14.2,43.9,2.66,0.023,0.31,89.3,3.92,6.8,40.9,16.2,1.58,2.32,6.56,32.4,2.52,12.84178,-16.22381,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.21,16.3,6.38,21.1,188.0,33.5,18.1,5.16,0.36,0.13,0.49,9.83,50.4,2.42,0.027,0.41,89.3,8.92,1.8,38.8,11.5,2.23,1.76,6.98,38.7,3.37,12.91655,-16.2263,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.24,15.5,4.43,14.2,202.0,36.4,13.2,5.19,0.37,0.12,0.33,6.33,48.0,2.49,0.021,0.32,89.3,8.92,1.8,40.5,12.2,1.46,1.1,6.92,37.8,3.33,12.91655,-16.2263,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.38,25.7,9.02,18.7,183.0,38.6,17.6,5.66,0.32,0.12,0.64,8.15,40.3,2.21,0.026,0.35,84.3,8.56,7.16,41.4,14.6,2.17,1.6,6.64,33.6,2.84,12.91718,-16.2245,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.35,22.1,4.74,17.3,121.0,33.0,15.9,5.96,0.35,0.15,0.47,3.18,49.9,1.6,0.02,0.24,84.3,8.56,7.16,37.9,17.2,2.78,0.87,6.7,34.5,2.2,12.91718,-16.2245,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,6.65,48.7,14.4,24.1,560.0,79.9,65.6,6.08,0.38,0.33,0.58,10.5,42.3,3.97,0.025,0.41,89.3,3.92,6.8,70.5,16.8,1.56,1.15,4.75,5.25,4.21,12.81671,-16.20191,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.74,16.6,4.06,39.8,195.0,56.7,63.4,7.43,0.45,0.32,0.61,23.1,73.8,2.31,0.021,0.28,89.3,3.92,6.8,42.1,20.4,4.41,4.34,5.92,22.8,2.06,12.81671,-16.20191,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.37,18.6,5.83,38.9,178.0,46.4,25.1,6.34,0.34,0.14,0.53,11.5,42.3,2.4,0.03,0.39,84.3,8.92,6.8,37.1,16.1,4.16,2.08,6.66,33.9,2.3,12.75096,-16.23662,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.25,12.2,4.82,22.0,162.0,44.7,32.2,7.05,0.32,0.089,0.66,8.23,53.6,2.29,0.025,0.35,84.3,8.92,6.8,35.3,16.2,2.46,1.56,6.9,37.5,2.17,12.75096,-16.23662,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.01,26.4,9.13,20.9,196.0,32.9,53.1,7.78,0.47,0.13,0.70,6.09,59.4,2.78,0.03,0.52,79.3,9.28,11.4,35.2,9.85,1.92,0.95,7.38,44.7,3.57,12.74746,-16.23601,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.15,11.4,5.45,18.8,216.0,36.4,53.0,9.85,0.56,0.17,0.52,19.6,51.9,2.89,0.033,0.53,88.9,4.28,6.8,37.3,10.5,1.67,2.94,7.1,40.5,3.56,12.74746,-16.23601,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.43,13.9,5.68,16.6,115.0,24.3,18.6,4.26,0.30,0.12,0.39,7.13,34.4,1.39,0.017,0.25,89.3,8.56,2.16,41.5,14.6,3.07,2.24,6.54,32.1,2.84,12.6614,-16.21549,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.28,14.8,4.69,26.6,116.0,37.3,19.6,5.69,0.44,0.086,0.35,22.1,40.5,1.87,0.015,0.26,89.3,8.56,2.16,31.1,16.7,3.66,5.15,6.84,36.6,1.87,12.6614,-16.21549,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.26,19.4,21.2,11.4,231.0,30.5,23.4,5.35,0.48,0.099,0.75,10.2,53.8,2.65,0.027,0.43,89.3,9.28,1.44,43.6,9.59,1.1,1.67,6.88,37.2,4.54,12.66209,-16.25895,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.24,19.6,26.4,23.3,225.0,34.4,25.2,6.58,0.77,0.12,0.57,8.37,80.4,2.73,0.029,0.47,89.3,9.28,1.44,41.2,10.5,2.19,1.33,6.92,37.8,3.92,12.66209,-16.25895,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.61,20.1,4.96,11.4,102.0,14.9,4.1,2.83,< 0.20,0.13,0.46,5.86,58.8,1.03,0.018,0.25,89.3,9.64,1.08,49.7,12.1,2.85,2.48,6.18,26.7,4.11,12.40287,-16.40129,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.24,23.7,3.61,20.1,77.5,17.8,3.04,4.42,0.28,0.15,0.37,5.24,92.8,1.1,0.031,0.38,89.3,4.64,6.08,35.1,13.4,4.67,2.06,6.92,37.8,2.61,12.40287,-16.40129,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.69,54.0,8.8,55.4,435.0,62.9,16.8,8.94,0.42,0.20,0.84,15.3,70.1,4.17,0.051,0.65,84.3,4.64,11.1,52.1,12.6,3.4,1.59,6.02,24.3,4.15,12.44226,-16.3969,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.56,63.4,10.1,47.8,484.0,63.3,19.5,8.59,0.46,0.21,0.59,15.7,68.6,4.79,0.057,0.84,84.3,4.64,11.1,50.5,11.0,2.56,1.43,6.28,28.2,4.59,12.44226,-16.3969,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.13,14.8,7.01,32.4,80.9,22.4,2.26,6.11,0.62,0.18,0.45,9.09,136.0,1.38,0.025,0.33,89.3,9.64,1.08,29.3,13.5,6.02,2.87,7.14,41.1,2.17,12.47732,-16.37275,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.42,38.5,15.5,22.1,119.0,34.0,2.93,6.75,0.39,0.12,0.49,5.2,125.0,1.57,0.03,0.38,89.3,9.64,1.08,37.9,18.1,3.61,1.44,6.56,32.4,2.1,12.47732,-16.37275,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.31,15.3,6.37,21.7,282.0,36.0,10.4,5.59,0.54,< 0.02,0.52,37.2,93.9,3.35,0.028,0.4,84.3,9.64,6.08,42.1,8.95,1.66,4.83,6.78,35.7,4.7,12.54068,-16.34826,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.29,17.4,13.1,9.11,304.0,51.1,10.4,5.12,0.59,< 0.02,0.68,6.33,83.8,3.51,0.036,0.47,84.3,9.64,6.08,43.3,12.1,0.67,0.78,6.82,36.3,3.57,12.54068,-16.34826,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,7.58,84.0,58.3,74.0,1410.0,175.0,67.6,9.49,0.70,1.10,1.46,8.63,101.0,9.08,0.068,0.94,73.9,15.0,11.1,77.6,16.1,2.09,0.41,3.82,0.0,4.83,12.4439,-16.39836,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,7.5,109.0,94.9,99.6,2180.0,223.0,97.6,11.9,1.03,1.86,2.33,22.4,112.0,13.6,0.07,0.98,73.9,15.0,11.1,79.9,13.6,1.87,0.71,3.9,0.0,5.87,12.4439,-16.39836,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.39,47.5,7.86,25.1,210.0,56.9,35.9,9.6,0.25,0.15,0.44,9.1,58.2,2.71,0.044,0.68,88.9,4.28,6.8,38.7,17.5,2.37,1.46,6.62,33.3,2.21,12.46326,-16.41136,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.35,22.9,5.52,13.7,200.0,42.1,28.2,6.89,0.26,0.12,0.51,8.32,58.5,2.42,0.037,0.53,88.9,4.28,6.8,41.3,14.5,1.45,1.5,6.7,34.5,2.85,12.46326,-16.41136,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.16,17.5,5.6,18.3,90.5,19.9,10.7,8.39,0.37,0.16,0.38,14.1,60.3,1.38,0.034,0.4,83.9,9.28,6.8,32.8,12.0,3.4,4.45,7.08,40.2,2.73,12.49882,-16.33862,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.3,30.8,7.64,28.7,121.0,29.7,12.7,8.37,0.32,0.18,0.49,19.4,60.9,1.77,0.03,0.4,83.9,9.28,6.8,34.2,14.0,4.17,4.77,6.8,36.0,2.44,12.49882,-16.33862,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.36,24.7,5.87,12.2,268.0,54.0,22.5,7.0,0.43,0.17,0.55,7.24,49.1,3.13,0.035,0.45,83.9,9.28,6.8,42.8,14.4,1.0,1.0,6.68,34.2,2.98,12.54614,-16.33774,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.59,32.0,9.65,16.6,293.0,95.2,39.1,7.65,0.55,0.22,0.59,5.86,52.1,3.5,0.048,0.63,83.9,9.28,6.8,41.9,22.7,1.22,0.73,6.22,27.3,1.85,12.54614,-16.33774,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.26,21.1,7.68,5.37,421.0,47.9,24.3,7.24,0.63,0.14,0.52,8.29,77.1,4.57,0.041,0.66,78.9,8.92,12.2,46.1,8.74,0.3,0.79,6.88,37.2,5.27,12.5493,-16.33111,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.15,24.5,9.97,7.20,504.0,64.0,30.3,7.55,0.70,0.14,0.60,6.87,75.0,5.92,0.06,0.95,78.9,8.92,12.2,42.6,9.01,0.31,0.5,7.1,40.5,4.72,12.5493,-16.33111,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.76,20.9,8.72,7.29,204.0,31.2,30.8,4.51,0.61,0.072,0.48,5.67,39.6,1.84,0.04,0.43,84.6,9.28,6.08,55.4,14.1,1.02,1.34,5.88,22.2,3.92,12.42756,-16.76243,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.83,13.1,5.69,23.1,230.0,47.5,29.4,5.28,0.92,0.15,0.47,15.5,47.2,2.26,0.028,0.3,84.6,4.28,11.1,51.0,17.6,2.63,2.99,5.74,20.1,2.91,12.42756,-16.76243,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.83,14.0,6.45,6.03,202.0,30.9,18.4,4.31,0.62,0.13,0.58,6.38,55.2,1.77,0.029,0.38,89.6,4.64,5.72,57.1,14.6,0.87,1.57,5.74,20.1,3.92,12.42714,-16.7576,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.5,37.7,11.0,19.3,333.0,45.4,26.2,6.8,0.74,0.15,0.48,12.4,62.0,3.38,0.051,0.67,84.6,9.28,6.08,49.3,11.2,1.47,1.6,6.4,30.0,4.4,12.42714,-16.7576,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.79,22.0,6.61,38.8,374.0,43.0,6.79,5.62,0.65,0.16,0.39,9.77,104.0,3.25,0.065,0.82,89.3,4.64,6.08,57.5,11.0,3.06,1.31,5.82,21.3,5.22,12.4269,-16.75613,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.77,20.6,6.5,7.00,184.0,28.3,5.05,4.22,0.34,0.10,0.27,5.51,58.0,1.66,0.024,0.36,89.3,4.64,6.08,55.5,14.2,1.08,1.44,5.86,21.9,3.9,12.4269,-16.75613,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.94,14.2,3.84,26.3,206.0,33.6,8.1,3.65,0.21,0.072,0.25,4.47,60.9,1.8,0.049,0.49,94.6,4.28,1.08,57.3,15.6,3.75,1.08,5.52,16.8,3.68,12.40887,-16.62943,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.9,21.1,6.91,23.9,224.0,29.9,13.1,3.87,0.28,0.097,0.74,7.53,57.5,1.92,0.04,0.48,94.6,4.28,1.08,58.5,13.0,3.2,1.71,5.6,18.0,4.49,12.40887,-16.62943,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.55,20.3,6.13,11.4,202.0,31.6,9.98,6.32,0.35,0.12,0.33,7.87,47.7,2.05,0.12,1.32,94.6,4.28,1.08,49.3,12.8,1.43,1.67,6.3,28.5,3.84,12.45904,-16.62842,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.47,13.5,3.9,5.46,125.0,16.8,5.92,5.2,0.27,0.092,0.42,3.45,52.4,1.27,0.073,0.77,89.6,4.28,6.08,49.3,11.0,1.1,1.18,6.46,30.9,4.46,12.45904,-16.62842,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.58,20.6,5.03,16.7,77.5,41.5,2.67,5.97,0.22,0.13,0.43,10.7,71.4,1.24,0.087,0.98,94.6,4.28,1.08,31.2,27.8,3.44,3.74,6.24,27.6,1.12,12.48856,-16.61081,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.39,26.0,4.99,37.6,69.9,31.3,2.8,8.64,< 0.20,0.11,0.71,9.99,73.7,1.25,0.072,0.87,89.3,4.64,6.08,28.0,20.9,7.72,3.48,6.62,33.3,1.34,12.48856,-16.61081,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.41,26.3,3.0,19.4,90.6,42.3,1.8,5.87,0.29,0.14,0.32,8.53,82.1,1.47,0.065,0.79,90.0,3.92,6.08,30.8,24.0,3.38,2.52,6.58,32.7,1.29,12.49338,-16.60847,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.76,18.3,4.35,48.9,161.0,43.3,3.23,5.92,0.22,0.17,0.33,23.9,62.7,1.94,0.06,0.72,90.0,3.92,6.08,41.5,18.6,6.46,5.36,5.88,22.2,2.23,12.49338,-16.60847,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.55,22.4,4.68,24.4,214.0,51.2,34.1,7.3,0.39,0.15,2.55,17.5,58.7,2.51,0.084,1.0,84.6,9.28,6.08,42.7,17.0,2.49,3.03,6.3,28.5,2.51,12.51088,-16.58947,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.74,25.4,6.4,28.5,355.0,75.8,55.1,7.23,0.51,0.10,1.01,21.4,70.7,3.61,0.11,1.48,84.6,9.28,6.08,49.2,17.5,2.02,2.58,5.92,22.8,2.81,12.51088,-16.58947,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.42,43.6,6.93,57.9,225.0,58.6,7.0,11.3,0.57,0.19,0.69,78.1,139.0,3.44,0.14,1.66,75.4,18.6,6.08,32.7,14.2,4.31,9.86,6.56,32.4,2.3,12.52911,-16.61104,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
"Soil Texture Analysis (Hydrometer),Standard Wet Chem Soil Analysis  + Micros,Total Carbon & Nitrogen",Moist,5.33,31.0,6.59,26.1,141.0,47.4,4.79,9.77,0.73,0.18,0.32,12.3,143.0,2.1,0.041,0.56,74.6,19.3,6.08,33.6,18.8,3.19,2.55,6.74,35.1,1.78,12.52911,-16.61104,Ziguinchor,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
